model,predict_month,train_rows_used,validation_rows_scored,training_end_time,validation_start_time,validation_end_time,RMSE,MAE,MAPE,BIAS,MEAN_ACTUAL,MEAN_FORECAST,MSE
lstm,2025-01,218310,3600,2024-12-31 23:59:59,2025-01-01 00:00:00,2025-01-31 23:59:59,703.8105210481381,404.7668522556291,23.75940769203314,-236.24400300880345,9602.681756240858,9366.4375,495349.2495380516
