model,predict_month,train_rows_used,validation_rows_scored,training_end_time,validation_start_time,validation_end_time,RMSE,MAE,MAPE,BIAS,MEAN_ACTUAL,MEAN_FORECAST,MSE
lightgbm,2025-02,133218,2016,2025-01-31 23:59:59,2025-02-01 00:00:00,2025-02-28 23:59:59,510.79531539233807,346.04209151416495,4.745307019924936,44.33478977365397,7749.702380822421,7794.037170596075,260911.8542267581
