model,predict_month,train_rows_used,validation_rows_scored,training_end_time,validation_start_time,validation_end_time,RMSE,MAE,MAPE,BIAS,MEAN_ACTUAL,MEAN_FORECAST,MSE
hinge_regression,2025-03,225390,3710,2025-02-28 23:59:59,2025-03-01 00:00:00,2025-03-31 23:59:59,905.3828780619158,524.8065877234299,21.25525447740184,20.732679709031835,8970.215467270742,8990.948146979777,819718.1558876778
