model,predict_month,train_rows_used,validation_rows_scored,training_end_time,validation_start_time,validation_end_time,RMSE,MAE,MAPE,BIAS,MEAN_ACTUAL,MEAN_FORECAST,MSE
linear,2025-08,243740,3720,2025-07-31 23:59:59,2025-08-01 00:00:00,2025-08-31 23:59:59,1737.0933226442337,1193.3897084677558,194.53615276758222,-240.60253271719515,12455.765037116093,12215.162504398895,3017493.211575184
