model,predict_month,train_rows_used,validation_rows_scored,training_end_time,validation_start_time,validation_end_time,RMSE,MAE,MAPE,BIAS,MEAN_ACTUAL,MEAN_FORECAST,MSE
transformer,2025-12,155022,2160,2025-11-30 23:59:59,2025-12-01 00:00:00,2025-12-31 23:59:59,448.7766854846361,304.0070857902995,4.375217560183004,-1.4069578371817206,8286.348785003704,8284.941,201400.513434576
