model,predict_month,train_rows_used,validation_rows_scored,training_end_time,validation_start_time,validation_end_time,RMSE,MAE,MAPE,BIAS,MEAN_ACTUAL,MEAN_FORECAST,MSE
lstm,2025-10,150636,2160,2025-09-30 23:59:59,2025-10-01 00:00:00,2025-10-31 23:59:59,569.9359869770805,401.87212239917375,6.613280151713891,190.9005950552603,8300.482268363885,8491.383,324827.02925153886
