model,predict_month,train_rows_used,validation_rows_scored,training_end_time,validation_start_time,validation_end_time,RMSE,MAE,MAPE,BIAS,MEAN_ACTUAL,MEAN_FORECAST,MSE
ridge,2025-06,236420,3600,2025-05-31 23:59:59,2025-06-01 00:00:00,2025-06-30 23:59:59,1379.1371734991146,914.987598542819,161.92914402616844,-52.63324785370693,10816.491486936251,10763.858239082545,1902019.343327127
