model,predict_month,train_rows_used,validation_rows_scored,training_end_time,validation_start_time,validation_end_time,RMSE,MAE,MAPE,BIAS,MEAN_ACTUAL,MEAN_FORECAST,MSE
gam,2025-07,239900,3720,2025-06-30 23:59:59,2025-07-01 00:00:00,2025-07-31 23:59:59,651.8494825406578,409.8569376576334,18.97800117223813,58.36636937287422,11434.779699201048,11493.146068573924,424907.7478885234
