model,predict_month,train_rows_used,validation_rows_scored,training_end_time,validation_start_time,validation_end_time,RMSE,MAE,MAPE,BIAS,MEAN_ACTUAL,MEAN_FORECAST,MSE
xgboost,2025-07,144012,2232,2025-06-30 23:59:59,2025-07-01 00:00:00,2025-07-31 23:59:59,567.2299747036271,401.5543627308433,4.541431856627766,162.91476635008192,9495.287146314517,9658.201,321749.84420227754
