model,train_rows_used,validation_rows_scored,training_end_time,validation_start_time_scored,validation_end_time_scored,RMSE,MAE,MAPE,BIAS,MEAN_ACTUAL,MEAN_FORECAST,MSE
hinge_regression,262090,3760,2025-12-31 23:00:00,2026-01-01 00:00:00,2026-02-01 07:00:00,782.1008825614902,455.7738229339802,16.583277631593067,-206.17846570835704,9773.824555771182,9567.646090062824,611681.7905034617
