model,train_rows_used,validation_rows_scored,training_end_time,validation_start_time_scored,validation_end_time_scored,RMSE,MAE,MAPE,BIAS,MEAN_ACTUAL,MEAN_FORECAST,MSE
linear,262090,3760,2025-12-31 23:00:00,2026-01-01 00:00:00,2026-02-01 07:00:00,824.7945568744882,562.8321458294683,105.0797503400861,-286.8413170807407,9773.824555771182,9486.98323869044,680286.0610497833
