model,predict_month,train_rows_used,validation_rows_scored,training_end_time,validation_start_time,validation_end_time,RMSE,MAE,MAPE,BIAS,MEAN_ACTUAL,MEAN_FORECAST,MSE
lstm,2025-12,258370,3600,2025-11-30 23:59:59,2025-12-01 00:00:00,2025-12-31 23:59:59,964.9008554053529,440.37188042994444,64.30257298467018,-26.841800966179953,9980.97812502217,9954.136,931033.6607619819
