model,train_rows_used,validation_rows_scored,training_end_time,validation_start_time_scored,validation_end_time_scored,RMSE,MAE,MAPE,BIAS,MEAN_ACTUAL,MEAN_FORECAST,MSE
lstm,262090,3640,2025-12-31 23:00:00,2026-01-02 00:00:00,2026-02-01 07:00:00,1492.9465241741914,570.4761544926394,215.57686295759254,-42.54194133042396,9798.356933617746,9755.815,2228889.324043799
