model,train_rows_used,validation_rows_scored,training_end_time,validation_start_time_scored,validation_end_time_scored,RMSE,MAE,MAPE,BIAS,MEAN_ACTUAL,MEAN_FORECAST,MSE
ridge,262090,3760,2025-12-31 23:00:00,2026-01-01 00:00:00,2026-02-01 07:00:00,824.1134695082632,562.1180753700588,104.78345366390649,-286.4945701562407,9773.824555771182,9487.32998561494,679163.0106249469
