model,train_rows_used,validation_rows_scored,training_end_time,validation_start_time_scored,validation_end_time_scored,RMSE,MAE,MAPE,BIAS,MEAN_ACTUAL,MEAN_FORECAST,MSE
transformer,262090,3640,2025-12-31 23:00:00,2026-01-02 00:00:00,2026-02-01 07:00:00,597.2771336326629,379.9393162469628,29.712855561829798,-98.356674752946,9798.356933617746,9700.0,356739.9743604498
