model,predict_month,train_rows_used,validation_rows_scored,training_end_time,validation_start_time,validation_end_time,RMSE,MAE,MAPE,BIAS,MEAN_ACTUAL,MEAN_FORECAST,MSE
linear,2025-05,232700,3720,2025-04-30 23:59:59,2025-05-01 00:00:00,2025-05-31 23:59:59,1189.6992398673585,748.8617035475406,133.18955625864578,-2.524727919699338,9859.962726496058,9857.43799857636,1415384.281340971
