model,predict_month,train_rows_used,validation_rows_scored,training_end_time,validation_start_time,validation_end_time,RMSE,MAE,MAPE,BIAS,MEAN_ACTUAL,MEAN_FORECAST,MSE
xgboost,2025-03,225390,3710,2025-02-28 23:59:59,2025-03-01 00:00:00,2025-03-31 23:59:59,652.8080552447102,387.3463923979389,14.35229123191549,-17.041919964609434,8970.215467270742,8953.173,426158.35699238064
